,locality,Economic  Factor,Sentiment Score,Sentiment,location,Quarter Period,Year,min_price,max_price,Average Price,Risk
155,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Oct-Dec,2027.0,8319.367542,14690.49756,12260.0,Moderate
156,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Jan-Mar,2028.0,9142.984929,16144.85682,13473.74,Moderate
157,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Apr-Jun,2028.0,9376.05615,16556.41842,13817.21,Moderate
158,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Jul-Sep,2028.0,9509.524772,16792.09985,14013.89867,Moderate
159,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Oct-Dec,2028.0,9316.393301,16451.06463,13729.28667,Moderate
160,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Jan-Mar,2029.0,10359.37011,18292.77292,15266.29,Moderate
161,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Apr-Jun,2029.0,10508.21621,18555.60821,15485.64,Moderate
162,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Jul-Sep,2029.0,10998.43461,19421.24518,16208.06,Moderate
163,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Oct-Dec,2029.0,11259.91111,19882.96536,16593.39,Moderate
164,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Jan-Mar,2030.0,11912.19431,21034.77946,17554.64,Moderate
165,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Apr-Jun,2030.0,12063.80223,21302.49161,17778.06,Moderate
166,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Jul-Sep,2030.0,12046.70206,21272.2958,17752.86,Moderate
167,Akurli Road,Similar to Akurli Nagar; balanced economic factors with stable demand.,0.1779,Positive,Akurli Road,Oct-Dec,2030.0,12166.27205,21483.43476,17929.06667,Moderate
168,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jan-Mar,2024.0,11873.17658,24032.12463,17915.97,High
169,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Apr-Jun,2024.0,12135.88994,24563.87451,18312.39,High
170,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jul-Sep,2024.0,12126.03404,24543.9255,18297.518,High
171,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Oct-Dec,2024.0,11280.8223,22833.1589,17022.14,High
172,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jan-Mar,2025.0,11973.58448,24235.35712,18067.48,High
173,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Apr-Jun,2025.0,12054.24614,24398.62185,18189.194,High
174,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jul-Sep,2025.0,8642.695507,17493.40913,13041.35186,High
175,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Oct-Dec,2025.0,7292.204111,14759.92182,11003.53467,High
176,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jan-Mar,2026.0,6796.152443,13755.87918,10255.02,High
177,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Apr-Jun,2026.0,6918.741407,14004.00766,10440.0,High
178,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jul-Sep,2026.0,7215.355936,14604.37583,10887.575,High
179,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Oct-Dec,2026.0,7458.853882,15097.2324,11255.0,High
180,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jan-Mar,2027.0,7886.30486,15962.42252,11900.0,High
181,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Apr-Jun,2027.0,8171.272179,16539.21594,12330.0,High
182,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jul-Sep,2027.0,8478.148845,17160.35539,12793.06,High
183,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Oct-Dec,2027.0,8449.61235,17102.59556,12750.0,High
184,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jan-Mar,2028.0,9335.02569,18894.73296,14086.04,High
185,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Apr-Jun,2028.0,9560.825841,19351.76796,14426.76,High
186,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jul-Sep,2028.0,9787.085474,19809.733,14768.17333,High
187,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Oct-Dec,2028.0,8995.28942,18207.08342,13573.39667,High
188,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jan-Mar,2029.0,10459.49347,21170.73296,15782.8,High
189,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Apr-Jun,2029.0,10511.94072,21276.88978,15861.94,High
190,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jul-Sep,2029.0,11061.82161,22389.88645,16691.68,High
191,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Oct-Dec,2029.0,10951.81759,22167.23078,16525.69,High
192,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jan-Mar,2030.0,11873.17658,24032.12463,17915.97,High
193,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Apr-Jun,2030.0,12135.88994,24563.87451,18312.39,High
194,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Jul-Sep,2030.0,12126.03404,24543.9255,18297.518,High
195,Ambedkar Road,Limited economic growth and lower income levels; higher risk due to lower demand.,-0.6486,Neutral,Ambedkar Road,Oct-Dec,2030.0,11280.8223,22833.1589,17022.14,High
196,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jan-Mar,2024.0,17129.12722,26341.24744,21735.02,High
197,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Apr-Jun,2024.0,17686.88923,27198.97632,22442.76,High
198,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jul-Sep,2024.0,17766.84242,27321.92869,22544.212,High
199,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Oct-Dec,2024.0,17643.35678,27132.03192,22387.522,High
200,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jan-Mar,2025.0,17836.8389,27429.56958,22633.03,High
201,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Apr-Jun,2025.0,17752.57644,27299.9904,22526.11,High
202,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jul-Sep,2025.0,17241.18085,26513.564,21877.204,High
203,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Oct-Dec,2025.0,16550.68103,25451.71033,21001.034,High
204,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jan-Mar,2026.0,16076.91037,24723.14373,20399.87,High
205,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Apr-Jun,2026.0,16091.91558,24746.21881,20418.91,High
206,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jul-Sep,2026.0,15860.63515,24390.55473,20125.44,High
207,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Oct-Dec,2026.0,15550.7192,23913.96462,19732.19,High
208,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jan-Mar,2027.0,14653.34605,22533.98023,18593.52,High
209,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Apr-Jun,2027.0,14533.24919,22349.29475,18441.13,High
210,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jul-Sep,2027.0,14463.9683,22242.75429,18353.22,High
211,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Oct-Dec,2027.0,14535.76319,22353.16079,18444.32,High
212,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jan-Mar,2028.0,15634.50881,24042.81665,19838.51,High
213,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Apr-Jun,2028.0,15717.70735,24170.75973,19944.08,High
214,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jul-Sep,2028.0,16082.17481,24731.23939,20406.55,High
215,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Oct-Dec,2028.0,16123.8253,24795.28971,20459.4,High
216,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jan-Mar,2029.0,16756.62914,25768.41824,21262.36,High
217,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Apr-Jun,2029.0,16835.89511,25890.31381,21362.94,High
218,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jul-Sep,2029.0,17324.061,26641.01746,21982.37,High
219,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Oct-Dec,2029.0,17171.81011,26406.88538,21789.18,High
220,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jan-Mar,2030.0,17129.12722,26341.24744,21735.02,High
221,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Apr-Jun,2030.0,17686.88923,27198.97632,22442.76,High
222,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Jul-Sep,2030.0,17766.84242,27321.92869,22544.212,High
223,Amboli,Lower average income and property prices; economic opportunities are limited.,-0.128,Neutral,Amboli,Oct-Dec,2030.0,17643.35678,27132.03192,22387.522,High
224,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jan-Mar,2024.0,17547.79351,29326.64309,23437.26,Low
225,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Apr-Jun,2024.0,17702.26059,29584.79527,23643.57,Low
226,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jul-Sep,2024.0,17941.31733,29984.31739,23962.86,Low
227,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Oct-Dec,2024.0,18006.20085,30092.75357,24049.52,Low
228,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jan-Mar,2025.0,18207.29033,30428.82313,24318.1,Low
229,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Apr-Jun,2025.0,18030.00245,30132.53185,24081.31,Low
230,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jul-Sep,2025.0,17575.86278,29373.55368,23474.75,Low
231,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Oct-Dec,2025.0,16478.38352,27539.39816,22008.93,Low
232,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jan-Mar,2026.0,16024.77543,26781.3084,21403.08,Low
233,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Apr-Jun,2026.0,15948.50399,26653.84021,21301.21,Low
234,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jul-Sep,2026.0,15776.64428,26366.62073,21071.67,Low
235,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Oct-Dec,2026.0,15873.70002,26528.82453,21201.3,Low
236,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jan-Mar,2027.0,15865.29197,26514.77263,21190.07,Low
237,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Apr-Jun,2027.0,15731.4145,26291.03073,21011.26,Low
238,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jul-Sep,2027.0,15562.54216,26008.80386,20785.71,Low
239,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Oct-Dec,2027.0,15828.69485,26453.60992,21141.19,Low
240,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jan-Mar,2028.0,16296.60336,27235.59918,21766.14,Low
241,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Apr-Jun,2028.0,16292.12606,27228.1165,21760.16,Low
242,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jul-Sep,2028.0,16436.06623,27468.67565,21952.41,Low
243,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Oct-Dec,2028.0,16505.65915,27584.98239,22045.36,Low
244,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Jan-Mar,2029.0,16531.54218,27628.23924,22079.93,Low
245,Andheri,High demand and economic activity; strong employment opportunities and high rental yields.,0.6597,Positive,Andheri,Apr-Jun,2029.0,16653.26054,27831.66031,22242.5,Low
