,Locality,Economic  Factor,Sentiment Score,Sentiment,Year,Quarter Period,Average Price,max_price,min_price,Risk
167,Amanora Park Town,"Well-developed township with modern amenities and high demand, making it a low-risk area.",-0.128,Negative,2030,Oct-Dec,10098.32857,12232.48667,7964.213721,Moderate
168,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2024,Jan-Mar,5739.37,6853.314428,4313.39322,Low
169,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2024,Apr-Jun,5770.82,6890.868504,4337.029302,Low
170,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2024,Jul-Sep,5759.47,6877.315602,4328.499269,Low
171,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2024,Oct-Dec,5881.6475,7023.206322,4420.321124,Low
172,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2025,Jan-Mar,6181.81,7381.626844,4645.906666,Low
173,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2025,Apr-Jun,6256.0,7470.216254,4701.663769,Low
174,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2025,Jul-Sep,5224.72,6238.776897,3926.61073,Low
175,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2025,Oct-Dec,5135.6875,6132.464232,3859.698825,Low
176,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2026,Jan-Mar,4773.37,5699.825153,3587.401021,Low
177,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2026,Apr-Jun,4817.51,5752.53221,3620.574204,Low
178,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2026,Jul-Sep,4875.62,5821.920679,3664.246468,Low
179,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2026,Oct-Dec,4950.26,5911.047428,3720.341766,Low
180,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2027,Jan-Mar,4968.5,5932.827599,3734.049942,Low
181,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2027,Apr-Jun,4990.74,5959.384122,3750.764296,Low
182,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2027,Jul-Sep,5039.06,6017.082467,3787.078937,Low
183,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2027,Oct-Dec,5148.28,6147.500789,3869.162652,Low
184,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2028,Jan-Mar,5289.36,6315.962763,3975.190581,Low
185,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2028,Apr-Jun,5318.52,6350.782377,3997.105625,Low
186,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2028,Jul-Sep,5353.65,6392.730698,4023.507391,Low
187,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2028,Oct-Dec,5649.51,6746.013655,4245.859412,Low
188,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2029,Jan-Mar,5572.95,6654.594257,4188.321148,Low
189,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2029,Apr-Jun,5378.12,6421.950038,4041.89769,Low
190,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2029,Jul-Sep,5325.71,6359.367872,4002.509231,Low
191,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2029,Oct-Dec,5562.48,6642.092153,4180.452475,Low
192,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2030,Jan-Mar,5739.37,6853.314428,4313.39322,Low
193,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2030,Apr-Jun,5770.82,6890.868504,4337.029302,Low
194,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2030,Jul-Sep,5759.47,6877.315602,4328.499269,Low
195,Ambegaon,Highly residential with rapid infrastructure improvements and demand for housing.,0.2023,Positive,2030,Oct-Dec,5881.6475,7023.206322,4420.321124,Low
196,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2024,Jan-Mar,5375.59,6656.588232,4133.937596,Low
197,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2024,Apr-Jun,5467.19,6770.016429,4204.379852,Low
198,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2024,Jul-Sep,5321.56,6589.682932,4092.387432,Low
199,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2024,Oct-Dec,5434.315167,6729.307553,4179.098439,Low
200,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2025,Jan-Mar,5854.566667,7249.704605,4502.280355,Low
201,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2025,Apr-Jun,5870.866667,7269.88888,4514.815385,Low
202,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2025,Jul-Sep,4882.462667,6045.949101,3754.712688,Low
203,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2025,Oct-Dec,5491.377333,6799.967582,4222.980401,Low
204,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2026,Jan-Mar,4630.92,5734.464045,3561.271283,Low
205,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2026,Apr-Jun,4706.35,5827.868946,3619.27848,Low
206,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2026,Jul-Sep,4771.51,5908.556515,3669.38784,Low
207,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2026,Oct-Dec,4877.2,6039.432346,3750.665591,Low
208,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2027,Jan-Mar,5005.47,6198.268971,3849.307819,Low
209,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2027,Apr-Jun,5073.8,6282.881948,3901.854973,Low
210,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2027,Jul-Sep,5092.25,6305.728566,3916.043397,Low
211,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2027,Oct-Dec,5176.16,6409.634243,3980.571887,Low
212,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2028,Jan-Mar,5532.21,6850.530636,4254.381549,Low
213,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2028,Apr-Jun,5622.82,6962.732917,4324.062474,Low
214,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2028,Jul-Sep,5678.08,7031.161325,4366.558534,Low
215,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2028,Oct-Dec,5896.92,7302.150699,4534.850926,Low
216,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2029,Jan-Mar,5693.98,7050.850281,4378.785956,Low
217,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2029,Apr-Jun,5419.95,6711.51918,4168.051335,Low
218,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2029,Jul-Sep,5240.99,6489.913174,4030.42747,Low
219,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2029,Oct-Dec,5447.676667,6745.853086,4189.373703,Low
220,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2030,Jan-Mar,5375.59,6656.588232,4133.937596,Low
221,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2030,Apr-Jun,5467.19,6770.016429,4204.379852,Low
222,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2030,Jul-Sep,5321.56,6589.682932,4092.387432,Low
223,Ambegaon BK,"An extension of Ambegaon, with similar potential growth and stability due to urban development.",0.3818,Positive,2030,Oct-Dec,5434.315167,6729.307553,4179.098439,Low
224,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2024,Jan-Mar,7280.81,9113.556295,5447.861874,Moderate
225,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2024,Apr-Jun,7676.8,9609.226029,5744.161163,Moderate
226,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2024,Jul-Sep,7880.13,9863.738837,5896.302718,Moderate
227,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2024,Oct-Dec,8003.24,10017.83844,5988.419704,Moderate
228,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2025,Jan-Mar,8248.34,10324.63571,6171.815638,Moderate
229,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2025,Apr-Jun,8473.08,10605.94791,6339.977213,Moderate
230,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2025,Jul-Sep,8395.57,10508.92687,6281.9804,Moderate
231,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2025,Oct-Dec,7130.61,8925.547522,5335.474811,Moderate
232,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2026,Jan-Mar,6468.48,8096.744266,4840.036421,Moderate
233,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2026,Apr-Jun,6445.3,8067.72933,4822.692,Moderate
234,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2026,Jul-Sep,6534.37,8179.220285,4889.338576,Moderate
235,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2026,Oct-Dec,6510.96,8149.917453,4871.822057,Moderate
236,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2027,Jan-Mar,6203.03,7764.474434,4641.413612,Moderate
237,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2027,Apr-Jun,6091.65,7625.057542,4558.073592,Moderate
238,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2027,Jul-Sep,6139.53,7684.990032,4593.899774,Moderate
239,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2027,Oct-Dec,6143.29,7689.69651,4596.713192,Moderate
240,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2028,Jan-Mar,5778.14,7232.629909,4323.489915,Moderate
241,Anand Nagar,"Transitioning from a residential area to a more commercial space, with moderate demand and growth.",0.2732,Positive,2028,Apr-Jun,6065.44,7592.249886,4538.461974,Moderate
