,location,predicted_price,quarter,year,Locality,Risk
360,Carmelaram,9987.83,Jan-Mar,2030,Carmelaram,Moderate
361,Carmelaram,9720.83,Apr-Jun,2030,Carmelaram,Moderate
362,Carmelaram,9269.48,Jul-Sep,2030,Carmelaram,Moderate
363,Carmelaram,8292.82,Oct-Dec,2030,Carmelaram,Moderate
364,Thimmaiah Road,13833.2,Jan-Mar,2024,Thimmaiah Road,Low
365,Thimmaiah Road,14585.82,Apr-Jun,2024,Thimmaiah Road,Low
366,Thimmaiah Road,14223.24,Jul-Sep,2024,Thimmaiah Road,Low
367,Thimmaiah Road,14076.6,Oct-Dec,2024,Thimmaiah Road,Low
368,Thimmaiah Road,16167.45,Jan-Mar,2025,Thimmaiah Road,Low
369,Thimmaiah Road,16625.6,Apr-Jun,2025,Thimmaiah Road,Low
370,Thimmaiah Road,15557.539,Jul-Sep,2025,Thimmaiah Road,Low
371,Thimmaiah Road,13114.77,Oct-Dec,2025,Thimmaiah Road,Low
372,Thimmaiah Road,14446.59,Jan-Mar,2026,Thimmaiah Road,Low
373,Thimmaiah Road,14576.22,Apr-Jun,2026,Thimmaiah Road,Low
374,Thimmaiah Road,14569.73,Jul-Sep,2026,Thimmaiah Road,Low
375,Thimmaiah Road,14579.85,Oct-Dec,2026,Thimmaiah Road,Low
376,Thimmaiah Road,14532.8,Jan-Mar,2027,Thimmaiah Road,Low
377,Thimmaiah Road,14637.67,Apr-Jun,2027,Thimmaiah Road,Low
378,Thimmaiah Road,14550.3,Jul-Sep,2027,Thimmaiah Road,Low
379,Thimmaiah Road,14551.16,Oct-Dec,2027,Thimmaiah Road,Low
380,Thimmaiah Road,13468.47,Jan-Mar,2028,Thimmaiah Road,Low
381,Thimmaiah Road,12749.31,Apr-Jun,2028,Thimmaiah Road,Low
382,Thimmaiah Road,13227.65,Jul-Sep,2028,Thimmaiah Road,Low
383,Thimmaiah Road,12901.13,Oct-Dec,2028,Thimmaiah Road,Low
384,Thimmaiah Road,14042.94,Jan-Mar,2029,Thimmaiah Road,Low
385,Thimmaiah Road,14172.3,Apr-Jun,2029,Thimmaiah Road,Low
386,Thimmaiah Road,14103.05,Jul-Sep,2029,Thimmaiah Road,Low
387,Thimmaiah Road,14610.95,Oct-Dec,2029,Thimmaiah Road,Low
388,Thimmaiah Road,13833.2,Jan-Mar,2030,Thimmaiah Road,Low
389,Thimmaiah Road,14585.82,Apr-Jun,2030,Thimmaiah Road,Low
390,Thimmaiah Road,14223.24,Jul-Sep,2030,Thimmaiah Road,Low
391,Thimmaiah Road,14076.6,Oct-Dec,2030,Thimmaiah Road,Low
392,Jigani,4389.789833,Jan-Mar,2024,Jigani,High
393,Jigani,4460.565048,Apr-Jun,2024,Jigani,High
394,Jigani,5128.014571,Jul-Sep,2024,Jigani,High
395,Jigani,5734.77,Oct-Dec,2024,Jigani,High
396,Jigani,4958.711667,Jan-Mar,2025,Jigani,High
397,Jigani,5236.453333,Apr-Jun,2025,Jigani,High
398,Jigani,3922.083869,Jul-Sep,2025,Jigani,High
399,Jigani,3708.818988,Oct-Dec,2025,Jigani,High
400,Jigani,3404.433167,Jan-Mar,2026,Jigani,High
401,Jigani,3276.181833,Apr-Jun,2026,Jigani,High
402,Jigani,3834.238,Jul-Sep,2026,Jigani,High
403,Jigani,3065.424667,Oct-Dec,2026,Jigani,High
404,Jigani,3205.775167,Jan-Mar,2027,Jigani,High
405,Jigani,2864.0745,Apr-Jun,2027,Jigani,High
406,Jigani,3088.924167,Jul-Sep,2027,Jigani,High
407,Jigani,2953.65,Oct-Dec,2027,Jigani,High
408,Jigani,3357.9,Jan-Mar,2028,Jigani,High
409,Jigani,3857.06,Apr-Jun,2028,Jigani,High
410,Jigani,4083.25,Jul-Sep,2028,Jigani,High
411,Jigani,5494.4885,Oct-Dec,2028,Jigani,High
412,Jigani,4024.33,Jan-Mar,2029,Jigani,High
413,Jigani,3979.17,Apr-Jun,2029,Jigani,High
414,Jigani,4320.920333,Jul-Sep,2029,Jigani,High
415,Jigani,4507.2395,Oct-Dec,2029,Jigani,High
416,Jigani,4389.789833,Jan-Mar,2030,Jigani,High
417,Jigani,4460.565048,Apr-Jun,2030,Jigani,High
418,Jigani,5128.014571,Jul-Sep,2030,Jigani,High
419,Jigani,5734.77,Oct-Dec,2030,Jigani,High
420,Cambridge Road,12013.28,Jan-Mar,2024,Cambridge Road,Low
421,Cambridge Road,12026.23,Apr-Jun,2024,Cambridge Road,Low
422,Cambridge Road,12568.29,Jul-Sep,2024,Cambridge Road,Low
423,Cambridge Road,9355.25,Oct-Dec,2024,Cambridge Road,Low
424,Cambridge Road,12949.66,Jan-Mar,2025,Cambridge Road,Low
425,Cambridge Road,13697.13,Apr-Jun,2025,Cambridge Road,Low
426,Cambridge Road,13613.485,Jul-Sep,2025,Cambridge Road,Low
427,Cambridge Road,9584,Oct-Dec,2025,Cambridge Road,Low
428,Cambridge Road,9994.14,Jan-Mar,2026,Cambridge Road,Low
429,Cambridge Road,9978.53,Apr-Jun,2026,Cambridge Road,Low
430,Cambridge Road,9930.47,Jul-Sep,2026,Cambridge Road,Low
431,Cambridge Road,10035.02,Oct-Dec,2026,Cambridge Road,Low
432,Cambridge Road,10203.33,Jan-Mar,2027,Cambridge Road,Low
433,Cambridge Road,10187.88,Apr-Jun,2027,Cambridge Road,Low
434,Cambridge Road,10275.92,Jul-Sep,2027,Cambridge Road,Low
435,Cambridge Road,10316.17,Oct-Dec,2027,Cambridge Road,Low
436,Cambridge Road,10555.02,Jan-Mar,2028,Cambridge Road,Low
437,Cambridge Road,10710.19,Apr-Jun,2028,Cambridge Road,Low
438,Cambridge Road,10623.51,Jul-Sep,2028,Cambridge Road,Low
439,Cambridge Road,10188.48,Oct-Dec,2028,Cambridge Road,Low
440,Cambridge Road,10713.47,Jan-Mar,2029,Cambridge Road,Low
441,Cambridge Road,11445.13,Apr-Jun,2029,Cambridge Road,Low
442,Cambridge Road,11283.26,Jul-Sep,2029,Cambridge Road,Low
443,Cambridge Road,10845.61,Oct-Dec,2029,Cambridge Road,Low
444,Cambridge Road,12013.28,Jan-Mar,2030,Cambridge Road,Low
445,Cambridge Road,12026.23,Apr-Jun,2030,Cambridge Road,Low
446,Cambridge Road,12568.29,Jul-Sep,2030,Cambridge Road,Low
447,Cambridge Road,9355.25,Oct-Dec,2030,Cambridge Road,Low
448,Queens Road,15699.6,Jan-Mar,2024,Queens Road,Low
449,Queens Road,15904.16,Apr-Jun,2024,Queens Road,Low
450,Queens Road,15798.786,Jul-Sep,2024,Queens Road,Low
451,Queens Road,14926.816,Oct-Dec,2024,Queens Road,Low
452,Queens Road,16203.45,Jan-Mar,2025,Queens Road,Low
453,Queens Road,16743.18,Apr-Jun,2025,Queens Road,Low
454,Queens Road,15042.478,Jul-Sep,2025,Queens Road,Low
455,Queens Road,11752.876,Oct-Dec,2025,Queens Road,Low
456,Queens Road,13181.8,Jan-Mar,2026,Queens Road,Low
457,Queens Road,13221.47,Apr-Jun,2026,Queens Road,Low
458,Queens Road,13360.82,Jul-Sep,2026,Queens Road,Low
459,Queens Road,13483.66,Oct-Dec,2026,Queens Road,Low
460,Queens Road,13612.09,Jan-Mar,2027,Queens Road,Low
461,Queens Road,13731.17,Apr-Jun,2027,Queens Road,Low
462,Queens Road,13859.7,Jul-Sep,2027,Queens Road,Low
463,Queens Road,13926.9,Oct-Dec,2027,Queens Road,Low
464,Queens Road,13675.24,Jan-Mar,2028,Queens Road,Low
465,Queens Road,13706.38,Apr-Jun,2028,Queens Road,Low
466,Queens Road,14170.41,Jul-Sep,2028,Queens Road,Low
467,Queens Road,14279.03,Oct-Dec,2028,Queens Road,Low
468,Queens Road,15287.4,Jan-Mar,2029,Queens Road,Low
469,Queens Road,15360.97,Apr-Jun,2029,Queens Road,Low
470,Queens Road,15077.91,Jul-Sep,2029,Queens Road,Low
471,Queens Road,14662.66,Oct-Dec,2029,Queens Road,Low
472,Queens Road,15699.6,Jan-Mar,2030,Queens Road,Low
473,Queens Road,15904.16,Apr-Jun,2030,Queens Road,Low
474,Queens Road,15798.786,Jul-Sep,2030,Queens Road,Low
475,Queens Road,14926.816,Oct-Dec,2030,Queens Road,Low
476,Byatarayanapura,9241.38,Jan-Mar,2024,Byatarayanapura,Moderate
477,Byatarayanapura,9503.77,Apr-Jun,2024,Byatarayanapura,Moderate
478,Byatarayanapura,9745.755,Jul-Sep,2024,Byatarayanapura,Moderate
479,Byatarayanapura,9327.91,Oct-Dec,2024,Byatarayanapura,Moderate
480,Byatarayanapura,10613.99,Jan-Mar,2025,Byatarayanapura,Moderate
481,Byatarayanapura,11015.29667,Apr-Jun,2025,Byatarayanapura,Moderate
482,Byatarayanapura,9765.482833,Jul-Sep,2025,Byatarayanapura,Moderate
483,Byatarayanapura,7525.96,Oct-Dec,2025,Byatarayanapura,Moderate
484,Byatarayanapura,7938.21,Jan-Mar,2026,Byatarayanapura,Moderate
485,Byatarayanapura,7918.69,Apr-Jun,2026,Byatarayanapura,Moderate
486,Byatarayanapura,8017.13,Jul-Sep,2026,Byatarayanapura,Moderate
487,Byatarayanapura,8108.37,Oct-Dec,2026,Byatarayanapura,Moderate
488,Byatarayanapura,8216.86,Jan-Mar,2027,Byatarayanapura,Moderate
489,Byatarayanapura,8193.59,Apr-Jun,2027,Byatarayanapura,Moderate
490,Byatarayanapura,8393.32,Jul-Sep,2027,Byatarayanapura,Moderate
491,Byatarayanapura,8418.39,Oct-Dec,2027,Byatarayanapura,Moderate
492,Byatarayanapura,8370.28,Jan-Mar,2028,Byatarayanapura,Moderate
493,Byatarayanapura,8460.96,Apr-Jun,2028,Byatarayanapura,Moderate
494,Byatarayanapura,8462.74,Jul-Sep,2028,Byatarayanapura,Moderate
495,Byatarayanapura,8806.2,Oct-Dec,2028,Byatarayanapura,Moderate
496,Byatarayanapura,8770.01,Jan-Mar,2029,Byatarayanapura,Moderate
497,Byatarayanapura,9073.49,Apr-Jun,2029,Byatarayanapura,Moderate
498,Byatarayanapura,9043.01,Jul-Sep,2029,Byatarayanapura,Moderate
499,Byatarayanapura,8886.16,Oct-Dec,2029,Byatarayanapura,Moderate
500,Byatarayanapura,9241.38,Jan-Mar,2030,Byatarayanapura,Moderate
501,Byatarayanapura,9503.77,Apr-Jun,2030,Byatarayanapura,Moderate
502,Byatarayanapura,9745.755,Jul-Sep,2030,Byatarayanapura,Moderate
503,Byatarayanapura,9327.91,Oct-Dec,2030,Byatarayanapura,Moderate
504,JP Nagar,7312.87,Jan-Mar,2024,JP Nagar,Low
505,JP Nagar,7596.39,Apr-Jun,2024,JP Nagar,Low
506,JP Nagar,7840.671667,Jul-Sep,2024,JP Nagar,Low
507,JP Nagar,8125.38,Oct-Dec,2024,JP Nagar,Low
508,JP Nagar,8867.77,Jan-Mar,2025,JP Nagar,Low
509,JP Nagar,9069.23,Apr-Jun,2025,JP Nagar,Low
510,JP Nagar,7647.987619,Jul-Sep,2025,JP Nagar,Low
511,JP Nagar,6099.948333,Oct-Dec,2025,JP Nagar,Low
512,JP Nagar,5929.85,Jan-Mar,2026,JP Nagar,Low
513,JP Nagar,5921.37,Apr-Jun,2026,JP Nagar,Low
514,JP Nagar,5974.59,Jul-Sep,2026,JP Nagar,Low
515,JP Nagar,6075.01,Oct-Dec,2026,JP Nagar,Low
516,JP Nagar,6225.8,Jan-Mar,2027,JP Nagar,Low
517,JP Nagar,6234.28,Apr-Jun,2027,JP Nagar,Low
518,JP Nagar,6243,Jul-Sep,2027,JP Nagar,Low
519,JP Nagar,6259.83,Oct-Dec,2027,JP Nagar,Low
520,JP Nagar,6328.38,Jan-Mar,2028,JP Nagar,Low
521,JP Nagar,6316.86,Apr-Jun,2028,JP Nagar,Low
522,JP Nagar,6145.02,Jul-Sep,2028,JP Nagar,Low
523,JP Nagar,6273.77,Oct-Dec,2028,JP Nagar,Low
524,JP Nagar,6569.01,Jan-Mar,2029,JP Nagar,Low
525,JP Nagar,6599.13,Apr-Jun,2029,JP Nagar,Low
526,JP Nagar,6750.71,Jul-Sep,2029,JP Nagar,Low
527,JP Nagar,6848.02,Oct-Dec,2029,JP Nagar,Low
528,JP Nagar,7312.87,Jan-Mar,2030,JP Nagar,Low
529,JP Nagar,7596.39,Apr-Jun,2030,JP Nagar,Low
530,JP Nagar,7840.671667,Jul-Sep,2030,JP Nagar,Low
531,JP Nagar,8125.38,Oct-Dec,2030,JP Nagar,Low
532,Channasandra Main road,8352.53,Jan-Mar,2024,,
533,Channasandra Main road,8065.63,Apr-Jun,2024,,
534,Channasandra Main road,8108.03,Jul-Sep,2024,,
535,Channasandra Main road,8269.38,Oct-Dec,2024,,
536,Channasandra Main road,9057.6,Jan-Mar,2025,,
537,Channasandra Main road,9076.706667,Apr-Jun,2025,,
538,Channasandra Main road,7633.642667,Jul-Sep,2025,,
539,Channasandra Main road,6121.488333,Oct-Dec,2025,,
540,Channasandra Main road,6544.25,Jan-Mar,2026,,
541,Channasandra Main road,6534.95,Apr-Jun,2026,,
542,Channasandra Main road,6588,Jul-Sep,2026,,
543,Channasandra Main road,6626.5,Oct-Dec,2026,,
544,Channasandra Main road,6853.55,Jan-Mar,2027,,
545,Channasandra Main road,6885.65,Apr-Jun,2027,,
546,Channasandra Main road,6951.2,Jul-Sep,2027,,
547,Channasandra Main road,6917.45,Oct-Dec,2027,,
548,Channasandra Main road,7112.06,Jan-Mar,2028,,
549,Channasandra Main road,7351.63,Apr-Jun,2028,,
550,Channasandra Main road,7596.09,Jul-Sep,2028,,
551,Channasandra Main road,7602.44,Oct-Dec,2028,,
552,Channasandra Main road,7455.15,Jan-Mar,2029,,
553,Channasandra Main road,7448.53,Apr-Jun,2029,,
554,Channasandra Main road,7981.25,Jul-Sep,2029,,
555,Channasandra Main road,8006.35,Oct-Dec,2029,,
556,Channasandra Main road,8352.53,Jan-Mar,2030,,
557,Channasandra Main road,8065.63,Apr-Jun,2030,,
558,Channasandra Main road,8108.03,Jul-Sep,2030,,
559,Channasandra Main road,8269.38,Oct-Dec,2030,,
560,Huskur Road,5995.24,Jan-Mar,2024,Huskur Road,High
561,Huskur Road,5918.25,Apr-Jun,2024,Huskur Road,High
562,Huskur Road,5925.438,Jul-Sep,2024,Huskur Road,High
563,Huskur Road,6424.74,Oct-Dec,2024,Huskur Road,High
564,Huskur Road,6373.666,Jan-Mar,2025,Huskur Road,High
565,Huskur Road,6350.966,Apr-Jun,2025,Huskur Road,High
566,Huskur Road,5905.993,Jul-Sep,2025,Huskur Road,High
567,Huskur Road,5435.336,Oct-Dec,2025,Huskur Road,High
568,Huskur Road,4878.87,Jan-Mar,2026,Huskur Road,High
569,Huskur Road,4950.69,Apr-Jun,2026,Huskur Road,High
570,Huskur Road,4986.4,Jul-Sep,2026,Huskur Road,High
571,Huskur Road,5029.5,Oct-Dec,2026,Huskur Road,High
572,Huskur Road,5059.3,Jan-Mar,2027,Huskur Road,High
573,Huskur Road,5085.47,Apr-Jun,2027,Huskur Road,High
574,Huskur Road,5095.65,Jul-Sep,2027,Huskur Road,High
575,Huskur Road,5126.77,Oct-Dec,2027,Huskur Road,High
576,Huskur Road,5315.91,Jan-Mar,2028,Huskur Road,High
577,Huskur Road,5335.33,Apr-Jun,2028,Huskur Road,High
578,Huskur Road,5347.15,Jul-Sep,2028,Huskur Road,High
579,Huskur Road,5429.22,Oct-Dec,2028,Huskur Road,High
580,Huskur Road,5454.8,Jan-Mar,2029,Huskur Road,High
581,Huskur Road,5511.73,Apr-Jun,2029,Huskur Road,High
582,Huskur Road,5648.75,Jul-Sep,2029,Huskur Road,High
583,Huskur Road,5874.73,Oct-Dec,2029,Huskur Road,High
584,Huskur Road,5995.24,Jan-Mar,2030,Huskur Road,High
585,Huskur Road,5918.25,Apr-Jun,2030,Huskur Road,High
586,Huskur Road,5925.438,Jul-Sep,2030,Huskur Road,High
587,Huskur Road,6424.74,Oct-Dec,2030,Huskur Road,High
588,Jakkur Road,7038.45,Jan-Mar,2024,Jakkur Road,Low
589,Jakkur Road,7270.44,Apr-Jun,2024,Jakkur Road,Low
590,Jakkur Road,7509.118333,Jul-Sep,2024,Jakkur Road,Low
591,Jakkur Road,7708.615,Oct-Dec,2024,Jakkur Road,Low
592,Jakkur Road,7572.135,Jan-Mar,2025,Jakkur Road,Low
593,Jakkur Road,7737.935,Apr-Jun,2025,Jakkur Road,Low
594,Jakkur Road,6867.821833,Jul-Sep,2025,Jakkur Road,Low
595,Jakkur Road,6150.783333,Oct-Dec,2025,Jakkur Road,Low
596,Jakkur Road,6369.32,Jan-Mar,2026,Jakkur Road,Low
597,Jakkur Road,6428.99,Apr-Jun,2026,Jakkur Road,Low
598,Jakkur Road,6486.77,Jul-Sep,2026,Jakkur Road,Low
599,Jakkur Road,6449.44,Oct-Dec,2026,Jakkur Road,Low
600,Jakkur Road,6341.52,Jan-Mar,2027,Jakkur Road,Low
601,Jakkur Road,6370.14,Apr-Jun,2027,Jakkur Road,Low
602,Jakkur Road,6433.33,Jul-Sep,2027,Jakkur Road,Low
603,Jakkur Road,6417.67,Oct-Dec,2027,Jakkur Road,Low
604,Jakkur Road,6425.23,Jan-Mar,2028,Jakkur Road,Low
605,Jakkur Road,6478.1,Apr-Jun,2028,Jakkur Road,Low
606,Jakkur Road,6431.43,Jul-Sep,2028,Jakkur Road,Low
607,Jakkur Road,6520.52,Oct-Dec,2028,Jakkur Road,Low
608,Jakkur Road,6546.62,Jan-Mar,2029,Jakkur Road,Low
609,Jakkur Road,6664.57,Apr-Jun,2029,Jakkur Road,Low
610,Jakkur Road,6843.8,Jul-Sep,2029,Jakkur Road,Low
611,Jakkur Road,6874.23,Oct-Dec,2029,Jakkur Road,Low
612,Jakkur Road,7038.45,Jan-Mar,2030,Jakkur Road,Low
613,Jakkur Road,7270.44,Apr-Jun,2030,Jakkur Road,Low
614,Jakkur Road,7509.118333,Jul-Sep,2030,Jakkur Road,Low
615,Jakkur Road,7708.615,Oct-Dec,2030,Jakkur Road,Low
616,Hutchins Road,10416.52,Jan-Mar,2024,Hutchins Road,Low
617,Hutchins Road,10385.63,Apr-Jun,2024,Hutchins Road,Low
618,Hutchins Road,10324.361,Jul-Sep,2024,Hutchins Road,Low
619,Hutchins Road,9731.275,Oct-Dec,2024,Hutchins Road,Low
620,Hutchins Road,11554.30667,Jan-Mar,2025,Hutchins Road,Low
621,Hutchins Road,11714.05667,Apr-Jun,2025,Hutchins Road,Low
622,Hutchins Road,10325.98417,Jul-Sep,2025,Hutchins Road,Low
623,Hutchins Road,7531.444,Oct-Dec,2025,Hutchins Road,Low
624,Hutchins Road,9453.84,Jan-Mar,2026,Hutchins Road,Low
625,Hutchins Road,9456.61,Apr-Jun,2026,Hutchins Road,Low
626,Hutchins Road,9519,Jul-Sep,2026,Hutchins Road,Low
627,Hutchins Road,9535.5,Oct-Dec,2026,Hutchins Road,Low
628,Hutchins Road,9580.75,Jan-Mar,2027,Hutchins Road,Low
629,Hutchins Road,9583.86,Apr-Jun,2027,Hutchins Road,Low
630,Hutchins Road,9649.25,Jul-Sep,2027,Hutchins Road,Low
631,Hutchins Road,9655.75,Oct-Dec,2027,Hutchins Road,Low
632,Hutchins Road,9696.9,Jan-Mar,2028,Hutchins Road,Low
633,Hutchins Road,9727.19,Apr-Jun,2028,Hutchins Road,Low
634,Hutchins Road,9461.54,Jul-Sep,2028,Hutchins Road,Low
635,Hutchins Road,9513.68,Oct-Dec,2028,Hutchins Road,Low
636,Hutchins Road,9651.41,Jan-Mar,2029,Hutchins Road,Low
637,Hutchins Road,9744.22,Apr-Jun,2029,Hutchins Road,Low
638,Hutchins Road,9596.98,Jul-Sep,2029,Hutchins Road,Low
639,Hutchins Road,9330.88,Oct-Dec,2029,Hutchins Road,Low
640,Hutchins Road,10416.52,Jan-Mar,2030,Hutchins Road,Low
641,Hutchins Road,10385.63,Apr-Jun,2030,Hutchins Road,Low
642,Hutchins Road,10324.361,Jul-Sep,2030,Hutchins Road,Low
643,Hutchins Road,9731.275,Oct-Dec,2030,Hutchins Road,Low
644,Chunchgatta Main Road,8334.79,Jan-Mar,2024,Chunchgatta Main Road,Moderate
645,Chunchgatta Main Road,8384.49,Apr-Jun,2024,Chunchgatta Main Road,Moderate
646,Chunchgatta Main Road,8778.284,Jul-Sep,2024,Chunchgatta Main Road,Moderate
647,Chunchgatta Main Road,10228.16,Oct-Dec,2024,Chunchgatta Main Road,Moderate
648,Chunchgatta Main Road,9221.1,Jan-Mar,2025,Chunchgatta Main Road,Moderate
649,Chunchgatta Main Road,8756.88,Apr-Jun,2025,Chunchgatta Main Road,Moderate
650,Chunchgatta Main Road,7444.554,Jul-Sep,2025,Chunchgatta Main Road,Moderate
651,Chunchgatta Main Road,6112.14,Oct-Dec,2025,Chunchgatta Main Road,Moderate
652,Chunchgatta Main Road,6476.25,Jan-Mar,2026,Chunchgatta Main Road,Moderate
653,Chunchgatta Main Road,6533.89,Apr-Jun,2026,Chunchgatta Main Road,Moderate
654,Chunchgatta Main Road,6680.97,Jul-Sep,2026,Chunchgatta Main Road,Moderate
655,Chunchgatta Main Road,6663.53,Oct-Dec,2026,Chunchgatta Main Road,Moderate
656,Chunchgatta Main Road,6858.59,Jan-Mar,2027,Chunchgatta Main Road,Moderate
657,Chunchgatta Main Road,6898.09,Apr-Jun,2027,Chunchgatta Main Road,Moderate
658,Chunchgatta Main Road,7126.26,Jul-Sep,2027,Chunchgatta Main Road,Moderate
659,Chunchgatta Main Road,7072.22,Oct-Dec,2027,Chunchgatta Main Road,Moderate
660,Chunchgatta Main Road,7340.64,Jan-Mar,2028,Chunchgatta Main Road,Moderate
661,Chunchgatta Main Road,7469.48,Apr-Jun,2028,Chunchgatta Main Road,Moderate
662,Chunchgatta Main Road,7586.67,Jul-Sep,2028,Chunchgatta Main Road,Moderate
663,Chunchgatta Main Road,8062.62,Oct-Dec,2028,Chunchgatta Main Road,Moderate
664,Chunchgatta Main Road,8155.52,Jan-Mar,2029,Chunchgatta Main Road,Moderate
665,Chunchgatta Main Road,8075.66,Apr-Jun,2029,Chunchgatta Main Road,Moderate
666,Chunchgatta Main Road,8326.85,Jul-Sep,2029,Chunchgatta Main Road,Moderate
667,Chunchgatta Main Road,8874.88,Oct-Dec,2029,Chunchgatta Main Road,Moderate
668,Chunchgatta Main Road,8334.79,Jan-Mar,2030,Chunchgatta Main Road,Moderate
669,Chunchgatta Main Road,8384.49,Apr-Jun,2030,Chunchgatta Main Road,Moderate
670,Chunchgatta Main Road,8778.284,Jul-Sep,2030,Chunchgatta Main Road,Moderate
671,Chunchgatta Main Road,10228.16,Oct-Dec,2030,Chunchgatta Main Road,Moderate
672,Rashtriya Vidyalaya Road,10980.33,Jan-Mar,2024,Rashtriya Vidyalaya Road,Low
673,Rashtriya Vidyalaya Road,11129.68,Apr-Jun,2024,Rashtriya Vidyalaya Road,Low
674,Rashtriya Vidyalaya Road,10765.41,Jul-Sep,2024,Rashtriya Vidyalaya Road,Low
675,Rashtriya Vidyalaya Road,10263.45,Oct-Dec,2024,Rashtriya Vidyalaya Road,Low
676,Rashtriya Vidyalaya Road,10854.3,Jan-Mar,2025,Rashtriya Vidyalaya Road,Low
677,Rashtriya Vidyalaya Road,11344.41,Apr-Jun,2025,Rashtriya Vidyalaya Road,Low
678,Rashtriya Vidyalaya Road,11133.105,Jul-Sep,2025,Rashtriya Vidyalaya Road,Low
679,Rashtriya Vidyalaya Road,7799.6,Oct-Dec,2025,Rashtriya Vidyalaya Road,Low
680,Rashtriya Vidyalaya Road,9665.31,Jan-Mar,2026,Rashtriya Vidyalaya Road,Low
681,Rashtriya Vidyalaya Road,9782.7,Apr-Jun,2026,Rashtriya Vidyalaya Road,Low
682,Rashtriya Vidyalaya Road,9874.28,Jul-Sep,2026,Rashtriya Vidyalaya Road,Low
683,Rashtriya Vidyalaya Road,9964.75,Oct-Dec,2026,Rashtriya Vidyalaya Road,Low
684,Rashtriya Vidyalaya Road,10081.03,Jan-Mar,2027,Rashtriya Vidyalaya Road,Low
685,Rashtriya Vidyalaya Road,10231.32,Apr-Jun,2027,Rashtriya Vidyalaya Road,Low
686,Rashtriya Vidyalaya Road,10291.92,Jul-Sep,2027,Rashtriya Vidyalaya Road,Low
687,Rashtriya Vidyalaya Road,10390.72,Oct-Dec,2027,Rashtriya Vidyalaya Road,Low
688,Rashtriya Vidyalaya Road,10274.87,Jan-Mar,2028,Rashtriya Vidyalaya Road,Low
689,Rashtriya Vidyalaya Road,10279.37,Apr-Jun,2028,Rashtriya Vidyalaya Road,Low
690,Rashtriya Vidyalaya Road,10377.72,Jul-Sep,2028,Rashtriya Vidyalaya Road,Low
691,Rashtriya Vidyalaya Road,9838.23,Oct-Dec,2028,Rashtriya Vidyalaya Road,Low
692,Rashtriya Vidyalaya Road,11020.93,Jan-Mar,2029,Rashtriya Vidyalaya Road,Low
693,Rashtriya Vidyalaya Road,10914.74,Apr-Jun,2029,Rashtriya Vidyalaya Road,Low
694,Rashtriya Vidyalaya Road,11094.83,Jul-Sep,2029,Rashtriya Vidyalaya Road,Low
695,Rashtriya Vidyalaya Road,10133.18,Oct-Dec,2029,Rashtriya Vidyalaya Road,Low
696,Rashtriya Vidyalaya Road,10980.33,Jan-Mar,2030,Rashtriya Vidyalaya Road,Low
697,Rashtriya Vidyalaya Road,11129.68,Apr-Jun,2030,Rashtriya Vidyalaya Road,Low
698,Rashtriya Vidyalaya Road,10765.41,Jul-Sep,2030,Rashtriya Vidyalaya Road,Low
699,Rashtriya Vidyalaya Road,10263.45,Oct-Dec,2030,Rashtriya Vidyalaya Road,Low
700,Immadihalli,11073.76,Jan-Mar,2024,Immadihalli,Moderate
701,Immadihalli,11075.92,Apr-Jun,2024,Immadihalli,Moderate
702,Immadihalli,10728.60467,Jul-Sep,2024,Immadihalli,Moderate
703,Immadihalli,11437.30333,Oct-Dec,2024,Immadihalli,Moderate
704,Immadihalli,11813.43333,Jan-Mar,2025,Immadihalli,Moderate
705,Immadihalli,12028.07333,Apr-Jun,2025,Immadihalli,Moderate
706,Immadihalli,9298.497333,Jul-Sep,2025,Immadihalli,Moderate
707,Immadihalli,6308.705333,Oct-Dec,2025,Immadihalli,Moderate
708,Immadihalli,5154.72,Jan-Mar,2026,Immadihalli,Moderate
709,Immadihalli,5118.88,Apr-Jun,2026,Immadihalli,Moderate
710,Immadihalli,5184.35,Jul-Sep,2026,Immadihalli,Moderate
711,Immadihalli,5243.27,Oct-Dec,2026,Immadihalli,Moderate
712,Immadihalli,5238.57,Jan-Mar,2027,Immadihalli,Moderate
713,Immadihalli,5207.01,Apr-Jun,2027,Immadihalli,Moderate
714,Immadihalli,5268.23,Jul-Sep,2027,Immadihalli,Moderate
715,Immadihalli,5330.27,Oct-Dec,2027,Immadihalli,Moderate
716,Immadihalli,7386.87,Jan-Mar,2028,Immadihalli,Moderate
717,Immadihalli,7431.3,Apr-Jun,2028,Immadihalli,Moderate
718,Immadihalli,6766.26,Jul-Sep,2028,Immadihalli,Moderate
719,Immadihalli,7675.08,Oct-Dec,2028,Immadihalli,Moderate
720,Immadihalli,7944.49,Jan-Mar,2029,Immadihalli,Moderate
721,Immadihalli,8049.28,Apr-Jun,2029,Immadihalli,Moderate
722,Immadihalli,8109.66,Jul-Sep,2029,Immadihalli,Moderate
723,Immadihalli,8368.56,Oct-Dec,2029,Immadihalli,Moderate
724,Immadihalli,11073.76,Jan-Mar,2030,Immadihalli,Moderate
725,Immadihalli,11075.92,Apr-Jun,2030,Immadihalli,Moderate
726,Immadihalli,10728.60467,Jul-Sep,2030,Immadihalli,Moderate
727,Immadihalli,11437.30333,Oct-Dec,2030,Immadihalli,Moderate
728,Chokkanahalli,9060.02,Jan-Mar,2024,Chokkanahalli,High
